"date","inflation"
"2011-06-01","2.9106532250449"
"2011-07-01","3.3505358098441"
"2011-08-01","3.3477557623667"
"2011-09-01","3.726328738486"
"2011-10-01","4.2005863530577"
"2011-11-01","4.6418593079977"
"2011-12-01","4.7384208424835"
"2012-01-01","4.2253643460377"
"2012-02-01","4.1657539429785"
"2012-03-01","4.2314874323375"
"2012-04-01","4.0768468583683"
"2012-05-01","4.1423961682272"
"2012-06-01","4.0010709498433"
"2012-07-01","3.2761147693236"
"2012-08-01","3.525980736232"
"2012-09-01","3.7411362114594"
"2012-10-01","3.2466302659716"
"2012-11-01","2.6617918878999"
"2012-12-01","2.6493688807159"
"2013-01-01","2.8720760895673"
"2013-02-01","2.4495622183503"
"2013-03-01","2.5918246005649"
"2013-04-01","2.306949925629"
"2013-05-01","2.4647729801191"
"2013-06-01","2.7707354385085"
"2013-07-01","3.2411235309897"
"2013-08-01","3.2765656383068"
"2013-09-01","2.8308406237713"
"2013-10-01","3.0384821880727"
"2013-11-01","2.9551386631353"
"2013-12-01","2.8596811557922"
"2014-01-01","3.0666313609289"
"2014-02-01","3.7763296946407"
"2014-03-01","3.3779281716495"
"2014-04-01","3.5231545748113"
"2014-05-01","3.5556444264356"
"2014-06-01","3.4496528977791"
"2014-07-01","3.3311638268164"
"2014-08-01","2.6852088893415"
"2014-09-01","2.7382621578508"
"2014-10-01","3.0880404692823"
"2014-11-01","3.1591022500036"
"2014-12-01","3.2240611887173"
"2015-01-01","3.0732632686098"
"2015-02-01","2.7685851707229"
"2015-03-01","3.020199288344"
"2015-04-01","3.0174126785349"
"2015-05-01","3.3662018689415"
"2015-06-01","3.5449102974041"
"2015-07-01","3.56292547971"
"2015-08-01","4.0426728422815"
"2015-09-01","3.9045548829877"
"2015-10-01","3.660204621289"
"2015-11-01","4.1725670801886"
"2015-12-01","4.3979285416694"
"2016-01-01","4.6086878432129"
"2016-02-01","4.4737570150669"
"2016-03-01","4.3010805133493"
"2016-04-01","3.9072132668404"
"2016-05-01","3.5406176575653"
"2016-06-01","3.3416187207143"
"2016-07-01","2.9619589403674"
"2016-08-01","2.9425309575898"
"2016-09-01","3.126671112066"
"2016-10-01","3.405287754713"
"2016-11-01","3.3496324552275"
"2016-12-01","3.2348819503701"
"2017-01-01","3.0963641592396"
"2017-02-01","3.2497932455965"
"2017-03-01","3.9748544514701"
"2017-04-01","3.6947157214179"
"2017-05-01","3.0398025360419"
"2017-06-01","2.7324439177515"
"2017-07-01","2.8520692662598"
"2017-08-01","3.1738100701898"
"2017-09-01","2.9449951355022"
"2017-10-01","2.0401431227834"
"2017-11-01","1.5443382320383"
"2017-12-01","1.3648558837145"
"2018-01-01","1.2531883694175"
"2018-02-01","1.1795612483567"
"2018-03-01","0.36313602935377"
"2018-04-01","0.48486988623296"
"2018-05-01","0.93069251323015"
"2018-06-01","1.4293340339064"
"2018-07-01","1.6161009872997"
"2018-08-01","1.0705754266027"
"2018-09-01","1.2802810093596"
"2018-10-01","1.8408938443084"
"2018-11-01","2.1670974640105"
"2018-12-01","2.1925231538682"
"2019-01-01","2.1291578505141"
"2019-02-01","2.0033848550023"
"2019-03-01","2.2474405984804"
"2019-04-01","2.5926447290983"
"2019-05-01","2.7251275461721"
"2019-06-01","2.2947805396705"
"2019-07-01","2.1119132800643"
"2019-08-01","2.0397233938454"
"2019-09-01","1.8510069372376"
"2019-10-01","1.8805622635693"
"2019-11-01","1.8667969487113"
"2019-12-01","1.9000915791624"
"2020-01-01","1.8883560522906"
"2020-02-01","1.9040377611392"
"2020-03-01","1.8215329694384"
"2020-04-01","1.7244897565549"
"2020-05-01","1.7819197522912"
"2020-06-01","1.598732391647"
"2020-07-01","1.8616957242679"
"2020-08-01","1.6873982418665"
"2020-09-01","1.8195539070563"
"2020-10-01","1.7240003611365"
"2020-11-01","2.1422096943047"
"2020-12-01","1.9732322294608"
"2021-01-01","2.6755453835092"
"2021-02-01","2.4013422122208"
"2021-03-01","2.5981852332411"
"2021-04-01","2.3836977236303"
"2021-05-01","2.4474590256086"
"2021-06-01","3.2546066710527"
"2021-07-01","3.8145990651626"
"2021-08-01","4.9528045964804"
"2021-09-01","5.2295745542295"
"2021-10-01","5.8260099264761"
